Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
21,Female,4.44,76.9,6.3,6.0,0.9,3.17,Yes,Hybrid,Poor,Excellent,No,2,Low,3.0,77.26,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
20,Female,4.55,59.9,8.4,1.9,2.7,2.38,No,Offline,Average,Average,No,2,Middle,6.6,80.47,Baik (75-90),4-6 jam,<60%,Rendah (1-3)
23,Female,3.4,73.1,5.7,2.9,0.9,3.61,No,Hybrid,Poor,Excellent,Yes,1,High,2.6,91.28,Sangat Baik (>90),2-4 jam,70-80%,Rendah (1-3)
18,Male,5.56,84.0,6.6,7.2,5.5,3.08,No,Offline,Good,Average,Yes,2,Low,4.3,97.36,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
23,Male,8.21,64.1,8.0,1.9,4.3,2.75,No,Offline,Good,Average,Yes,5,Middle,3.2,98.2,Sangat Baik (>90),> 8 jam,60-70%,Rendah (1-3)
18,Female,7.84,78.6,6.8,1.0,3.0,3.96,Yes,Offline,Good,Good,No,2,Low,3.0,94.18,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
20,Male,5.45,100.0,6.5,2.0,5.0,3.09,No,Online,Poor,Average,No,4,Middle,5.6,96.15,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
23,Female,6.14,88.2,7.8,3.7,1.3,3.46,No,Offline,Average,Poor,Yes,2,Low,5.2,88.47,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
17,Female,6.35,80.7,7.5,3.2,4.9,3.01,No,Offline,Average,Average,Yes,0,Middle,3.4,97.63,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
17,Female,3.58,92.5,6.9,4.7,4.4,2.57,No,Offline,Good,Good,Yes,2,Middle,7.0,83.75,Baik (75-90),2-4 jam,>90%,Sedang (3-5)
19,Female,7.83,87.3,5.9,4.3,7.1,3.26,Yes,Online,Average,Average,Yes,3,Low,5.4,90.9,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Female,5.35,74.6,7.1,2.4,1.8,3.01,Yes,Offline,Average,Good,Yes,2,High,2.7,91.65,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
24,Male,1.22,100.0,6.4,6.7,4.7,2.86,Yes,Online,Good,Good,No,2,Low,2.6,59.9,Kurang (<60),0-2 jam,>90%,Tinggi (5-7)
17,Female,6.09,89.7,7.8,2.9,5.3,2.48,No,Offline,Poor,Good,No,0,Low,4.5,85.36,Baik (75-90),6-8 jam,80-90%,Rendah (1-3)
23,Male,3.03,89.7,6.5,7.1,4.6,3.35,No,Offline,Average,Excellent,Yes,0,Middle,6.3,86.06,Baik (75-90),2-4 jam,80-90%,Sangat Tinggi (7-10)
20,Male,5.45,90.8,8.5,2.8,2.5,3.11,Yes,Online,Average,Good,Yes,3,High,4.4,97.96,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
21,Male,6.2,71.5,9.6,4.6,3.3,3.67,No,Hybrid,Average,Average,Yes,2,High,6.7,85.32,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
18,Female,4.23,78.4,9.4,7.4,3.5,3.08,Yes,Online,Average,Average,Yes,3,Low,3.6,83.05,Baik (75-90),4-6 jam,70-80%,Sangat Tinggi (7-10)
23,Male,5.4,87.9,7.1,4.0,4.4,2.5,Yes,Online,Poor,Good,Yes,1,Low,5.4,65.74,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
18,Male,7.55,76.7,6.6,6.2,2.5,2.9,Yes,Offline,Average,Good,No,1,High,3.8,90.66,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
18,Male,2.09,80.4,5.9,7.2,4.9,2.88,No,Online,Good,Poor,Yes,1,Middle,5.4,74.86,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
24,Female,1.08,75.0,6.4,1.9,3.3,3.87,No,Online,Average,Average,No,2,Low,5.4,86.17,Baik (75-90),0-2 jam,70-80%,Rendah (1-3)
20,Female,4.6,74.9,6.8,2.8,3.9,2.67,No,Hybrid,Average,Good,No,0,Middle,7.0,82.44,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
20,Female,4.36,91.9,4.2,4.6,2.1,2.35,No,Hybrid,Poor,Good,No,1,High,7.5,79.15,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
19,Female,9.0,75.7,6.1,1.9,3.4,3.35,Yes,Offline,Average,Good,Yes,2,Low,6.0,98.03,Sangat Baik (>90),> 8 jam,70-80%,Rendah (1-3)
18,Male,6.83,94.1,5.7,4.6,1.3,2.88,Yes,Hybrid,Poor,Excellent,No,1,Low,4.8,92.88,Sangat Baik (>90),6-8 jam,>90%,Sedang (3-5)
19,Male,5.9,86.3,5.7,5.5,3.2,3.32,No,Offline,Average,Good,No,2,Middle,3.6,89.02,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
24,Female,4.64,64.9,6.5,4.5,4.2,2.66,No,Offline,Good,Good,Yes,1,Middle,4.2,91.35,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
18,Male,0.97,71.8,9.5,3.5,1.7,2.59,No,Hybrid,Poor,Good,Yes,2,Low,5.5,82.83,Baik (75-90),0-2 jam,70-80%,Sedang (3-5)
19,Male,2.19,72.9,6.2,5.2,0.8,2.82,No,Online,Average,Excellent,No,2,High,5.3,74.23,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
19,Male,4.18,93.7,9.8,3.9,3.1,3.11,No,Online,Poor,Good,Yes,4,High,2.0,98.99,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
21,Female,5.2,77.4,6.2,4.7,3.7,3.92,No,Online,Average,Average,Yes,1,Middle,2.8,96.9,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
19,Male,3.98,88.5,6.1,3.2,3.7,3.81,Yes,Offline,Average,Average,Yes,1,Low,4.7,98.68,Sangat Baik (>90),2-4 jam,80-90%,Sedang (3-5)
20,Female,5.05,92.6,7.5,7.9,6.3,2.03,Yes,Offline,Average,Good,Yes,1,High,5.3,64.47,Cukup (60-75),4-6 jam,>90%,Sangat Tinggi (7-10)
19,Male,6.22,83.0,7.3,7.7,1.4,2.61,Yes,Hybrid,Poor,Excellent,Yes,2,Middle,3.6,97.24,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
18,Female,3.4,72.3,8.8,6.4,6.6,2.09,Yes,Offline,Average,Average,Yes,3,Middle,6.1,57.17,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
19,Male,3.97,81.3,7.1,4.6,1.8,1.99,Yes,Online,Average,Poor,No,1,High,4.1,68.04,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
17,Male,2.88,88.3,7.6,6.2,5.5,2.51,No,Hybrid,Average,Excellent,Yes,0,High,6.0,55.51,Kurang (<60),2-4 jam,80-90%,Tinggi (5-7)
22,Male,7.23,79.2,6.6,5.6,3.3,2.54,No,Online,Poor,Excellent,No,2,Middle,2.8,97.22,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
18,Female,0.77,87.6,5.6,4.3,1.2,3.14,No,Offline,Poor,Average,No,0,Middle,4.7,63.56,Cukup (60-75),0-2 jam,80-90%,Sedang (3-5)
17,Male,6.01,73.2,7.2,7.4,6.9,2.24,No,Offline,Good,Average,Yes,2,Low,2.5,88.57,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
24,Female,6.35,66.4,9.1,8.5,2.8,2.76,No,Offline,Poor,Good,No,1,High,4.6,78.91,Baik (75-90),6-8 jam,60-70%,Sangat Tinggi (7-10)
18,Female,0.75,75.1,7.8,1.0,4.6,3.02,Yes,Hybrid,Average,Average,No,1,High,5.8,76.97,Baik (75-90),0-2 jam,70-80%,Rendah (1-3)
20,Female,3.84,82.5,7.0,6.4,3.7,4.0,No,Offline,Good,Excellent,No,3,Middle,5.0,99.87,Sangat Baik (>90),2-4 jam,80-90%,Tinggi (5-7)
22,Male,6.97,64.6,6.7,5.5,4.1,3.0,Yes,Offline,Average,Average,No,2,High,2.5,80.45,Baik (75-90),6-8 jam,60-70%,Tinggi (5-7)
22,Male,3.0,82.3,6.3,5.8,3.7,2.94,Yes,Hybrid,Poor,Poor,No,0,High,8.1,64.74,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
20,Male,3.65,73.9,9.4,3.6,4.0,2.87,No,Online,Poor,Average,Yes,3,Low,4.7,86.06,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
22,Female,4.71,64.8,7.1,5.9,4.4,3.2,No,Hybrid,Poor,Average,No,1,Middle,2.6,85.79,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
20,Female,7.43,82.7,6.8,4.2,4.0,3.93,No,Offline,Average,Average,Yes,2,Middle,3.4,90.23,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
17,Female,6.04,94.1,5.7,1.8,1.1,3.99,Yes,Offline,Good,Poor,No,4,High,1.0,96.43,Sangat Baik (>90),6-8 jam,>90%,Rendah (1-3)
24,Female,3.43,65.4,6.1,4.5,1.1,3.02,No,Offline,Average,Good,Yes,3,Low,2.2,80.19,Baik (75-90),2-4 jam,60-70%,Sedang (3-5)
21,Male,2.04,100.0,6.6,9.1,3.8,2.89,No,Online,Poor,Average,No,0,Middle,9.4,47.72,Kurang (<60),2-4 jam,>90%,Sangat Tinggi (7-10)
18,Male,1.77,80.8,7.8,4.8,5.2,2.9,No,Offline,Average,Excellent,No,1,Middle,4.6,65.67,Cukup (60-75),0-2 jam,80-90%,Sedang (3-5)
20,Female,5.46,71.3,7.5,4.2,3.8,3.38,Yes,Online,Average,Average,No,2,Low,4.7,90.99,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
18,Male,0.45,82.8,3.8,2.6,5.4,3.64,No,Offline,Good,Good,No,0,Low,4.9,73.25,Cukup (60-75),0-2 jam,80-90%,Rendah (1-3)
24,Male,3.62,61.2,6.2,7.5,4.8,2.56,Yes,Online,Good,Average,No,2,Middle,5.5,67.67,Cukup (60-75),2-4 jam,60-70%,Sangat Tinggi (7-10)
17,Female,5.97,81.5,8.3,5.9,1.4,2.79,No,Hybrid,Average,Average,No,2,Low,4.4,92.15,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
21,Male,2.37,80.2,8.3,4.2,3.1,3.65,Yes,Offline,Average,Good,Yes,1,Middle,2.2,70.77,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
24,Female,4.13,55.1,9.0,8.2,5.2,3.49,No,Offline,Poor,Good,No,0,Middle,7.7,64.16,Cukup (60-75),4-6 jam,<60%,Sangat Tinggi (7-10)
17,Female,4.55,58.8,8.4,5.2,3.7,1.98,No,Offline,Average,Good,No,1,Middle,6.0,58.52,Kurang (<60),4-6 jam,<60%,Tinggi (5-7)
22,Female,6.28,67.4,7.7,6.2,5.1,3.73,No,Hybrid,Average,Good,No,3,Middle,3.4,87.56,Baik (75-90),6-8 jam,60-70%,Tinggi (5-7)
18,Male,2.07,74.6,6.7,4.0,3.8,2.32,Yes,Offline,Average,Good,No,0,Middle,7.0,56.14,Kurang (<60),2-4 jam,70-80%,Sedang (3-5)
23,Male,4.91,81.8,7.4,8.6,4.6,3.24,No,Online,Average,Good,Yes,1,Low,4.2,70.61,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,4.66,75.6,7.6,2.6,4.2,2.79,Yes,Offline,Good,Excellent,Yes,2,Middle,4.1,93.04,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
22,Male,4.98,69.3,7.1,7.3,2.0,2.89,No,Online,Poor,Good,No,2,Middle,4.7,76.4,Baik (75-90),4-6 jam,60-70%,Sangat Tinggi (7-10)
24,Male,1.62,84.5,7.2,4.2,2.0,2.86,Yes,Online,Average,Excellent,No,2,Middle,5.5,83.87,Baik (75-90),0-2 jam,80-90%,Sedang (3-5)
21,Male,5.78,83.0,7.1,2.5,4.3,2.77,Yes,Online,Average,Excellent,Yes,3,Low,3.7,89.85,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
22,Male,3.08,78.5,7.3,6.1,4.5,3.15,Yes,Offline,Good,Poor,No,0,Middle,4.4,61.31,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
17,Male,4.54,73.9,7.4,2.9,6.1,3.42,No,Online,Poor,Average,No,1,Low,4.8,86.41,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
20,Female,3.07,66.9,7.4,3.8,4.2,2.82,Yes,Offline,Average,Good,No,2,Low,3.9,85.53,Baik (75-90),2-4 jam,60-70%,Sedang (3-5)
18,Male,8.65,76.7,6.6,6.1,4.7,2.61,No,Online,Average,Good,No,2,Middle,1.0,94.35,Sangat Baik (>90),> 8 jam,70-80%,Tinggi (5-7)
19,Male,4.88,93.9,6.6,7.0,6.6,3.71,No,Online,Poor,Good,Yes,3,Middle,4.1,92.78,Sangat Baik (>90),4-6 jam,>90%,Sangat Tinggi (7-10)
19,Female,9.05,84.0,7.8,9.0,3.8,3.86,No,Hybrid,Average,Good,No,2,Middle,2.7,98.02,Sangat Baik (>90),> 8 jam,80-90%,Sangat Tinggi (7-10)
24,Male,4.22,64.2,6.7,5.4,2.8,2.87,Yes,Online,Good,Average,Yes,0,Low,3.5,77.95,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
18,Male,7.73,81.3,7.5,1.0,2.7,2.2,Yes,Online,Average,Poor,Yes,3,Middle,1.5,99.66,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
24,Female,4.04,66.4,9.0,4.8,0.5,3.44,No,Offline,Poor,Good,Yes,2,High,5.2,98.02,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
18,Female,5.66,84.2,6.4,1.7,3.6,2.54,Yes,Offline,Average,Good,No,1,Low,4.8,96.59,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
17,Female,7.09,82.5,5.0,3.9,0.9,3.27,Yes,Hybrid,Average,Average,Yes,1,Middle,3.6,96.45,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
18,Female,4.04,82.7,6.1,4.5,5.2,2.51,No,Hybrid,Average,Good,Yes,1,Low,5.8,72.3,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
20,Male,3.43,91.5,8.5,5.8,2.6,3.11,Yes,Online,Poor,Poor,Yes,3,Middle,6.1,76.12,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
24,Female,4.29,75.2,6.3,5.7,2.1,3.53,No,Offline,Average,Poor,No,1,Middle,3.9,91.22,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
17,Male,6.81,91.1,8.4,6.3,4.7,2.94,No,Offline,Average,Good,No,1,Middle,2.1,91.28,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
20,Female,5.64,80.5,4.6,2.9,4.3,3.09,No,Offline,Poor,Average,No,2,Middle,4.2,93.49,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
18,Female,7.37,72.7,5.3,1.0,4.7,3.5,No,Offline,Good,Good,Yes,2,Middle,5.1,95.99,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
18,Male,3.83,86.8,7.3,4.4,6.3,3.35,No,Hybrid,Poor,Excellent,No,2,High,4.5,83.84,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
24,Male,2.53,73.5,8.6,6.2,6.1,2.58,No,Offline,Good,Average,Yes,2,Low,6.0,72.81,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
17,Female,4.19,86.4,5.3,3.2,4.6,2.69,Yes,Offline,Average,Good,Yes,3,Low,3.7,89.98,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
18,Female,3.61,81.7,6.9,3.7,2.5,3.08,Yes,Hybrid,Good,Good,No,2,High,5.7,88.05,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
24,Female,4.55,72.8,7.9,3.9,5.2,2.89,No,Offline,Poor,Good,No,0,High,6.5,83.19,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Male,2.91,53.6,8.1,4.1,6.4,4.0,No,Offline,Poor,Good,No,4,High,2.7,79.82,Baik (75-90),2-4 jam,<60%,Sedang (3-5)
23,Male,3.36,79.1,7.1,5.9,5.3,3.46,No,Hybrid,Good,Average,Yes,3,Low,5.9,87.22,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
20,Female,4.17,88.3,7.4,4.2,3.4,2.59,Yes,Online,Average,Average,No,2,High,7.6,86.5,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
18,Male,6.72,74.0,6.5,4.3,2.6,1.86,No,Hybrid,Poor,Good,No,1,Middle,4.4,95.2,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
17,Female,4.12,87.1,7.8,4.9,5.0,2.99,No,Hybrid,Good,Good,No,3,Middle,5.6,87.64,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
19,Male,3.64,70.2,8.2,4.5,3.4,3.23,Yes,Offline,Average,Average,No,1,High,3.8,78.45,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
20,Female,6.84,91.0,6.9,4.2,3.5,3.06,No,Hybrid,Average,Average,No,2,Low,3.3,88.56,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
20,Female,7.48,96.0,8.5,7.6,2.9,3.74,No,Hybrid,Average,Good,No,0,Middle,3.9,86.65,Baik (75-90),6-8 jam,>90%,Sangat Tinggi (7-10)
24,Female,4.19,82.1,7.0,5.3,1.5,2.28,No,Hybrid,Average,Average,Yes,0,High,4.2,77.38,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
22,Male,4.28,84.5,6.2,9.0,4.1,3.53,No,Hybrid,Average,Average,No,2,Middle,2.2,87.13,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
19,Female,1.17,66.2,7.7,5.3,4.0,3.19,No,Offline,Poor,Average,Yes,2,Low,5.2,68.02,Cukup (60-75),0-2 jam,60-70%,Tinggi (5-7)
18,Male,1.68,94.4,8.3,3.1,4.8,1.95,Yes,Hybrid,Poor,Average,No,2,Low,6.7,68.91,Cukup (60-75),0-2 jam,>90%,Sedang (3-5)
23,Female,4.7,72.7,6.9,2.6,1.3,1.95,No,Hybrid,Good,Good,Yes,3,Middle,2.2,87.9,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
17,Male,7.56,86.1,7.4,4.8,4.7,3.61,Yes,Hybrid,Poor,Average,No,2,Middle,4.3,90.28,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
22,Male,8.48,100.0,6.5,2.7,2.4,2.79,Yes,Hybrid,Poor,Poor,Yes,2,Low,4.3,89.28,Baik (75-90),> 8 jam,>90%,Rendah (1-3)
18,Male,6.44,83.7,7.6,4.1,2.2,2.73,Yes,Offline,Poor,Poor,No,3,Middle,3.1,96.33,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
21,Male,3.83,82.8,6.1,3.1,2.4,2.73,No,Offline,Average,Average,Yes,2,Low,5.4,80.21,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
20,Male,1.86,73.9,8.9,5.4,4.1,2.69,No,Offline,Average,Poor,No,2,Low,4.7,71.11,Cukup (60-75),0-2 jam,70-80%,Tinggi (5-7)
21,Female,4.63,73.9,7.7,4.5,2.5,2.46,No,Offline,Good,Good,No,2,High,5.6,90.58,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
20,Male,4.81,72.5,6.7,3.0,4.8,3.16,No,Offline,Poor,Average,Yes,2,High,6.0,95.64,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Female,7.66,76.5,6.1,3.4,2.5,3.08,No,Offline,Average,Average,Yes,2,High,3.9,89.41,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
23,Male,9.15,66.2,7.8,4.7,1.7,2.53,No,Hybrid,Average,Poor,No,2,Middle,3.6,88.48,Baik (75-90),> 8 jam,60-70%,Sedang (3-5)
24,Male,5.23,81.8,6.3,7.5,5.2,3.27,Yes,Hybrid,Average,Good,No,3,Low,3.8,87.87,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Male,5.59,69.7,5.7,6.0,5.3,2.54,Yes,Online,Good,Good,No,3,High,6.0,85.95,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
18,Female,1.49,77.9,6.6,4.0,2.5,2.83,No,Hybrid,Poor,Excellent,Yes,0,Middle,7.0,41.18,Kurang (<60),0-2 jam,70-80%,Sedang (3-5)
22,Male,3.5,77.1,4.5,5.1,3.2,3.37,No,Hybrid,Average,Poor,Yes,3,Low,4.3,83.19,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
22,Female,7.84,79.2,6.6,6.0,3.8,3.1,No,Hybrid,Average,Average,No,0,Middle,6.8,91.98,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
21,Female,7.12,72.7,5.1,2.1,2.5,3.14,Yes,Offline,Poor,Average,Yes,4,Low,1.5,96.94,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
18,Female,6.47,76.9,6.0,4.9,4.8,3.41,Yes,Offline,Average,Good,No,1,Middle,5.0,83.1,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
24,Male,5.7,91.2,7.8,3.2,3.8,2.9,Yes,Hybrid,Average,Average,Yes,2,Middle,4.2,85.63,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
22,Female,8.09,89.3,8.6,3.2,3.2,2.74,Yes,Online,Good,Good,No,2,Middle,3.9,85.27,Baik (75-90),> 8 jam,80-90%,Sedang (3-5)
18,Female,4.29,85.9,7.9,6.3,3.7,2.22,No,Online,Good,Average,No,2,Middle,2.7,87.55,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
24,Female,4.42,85.2,7.9,5.9,4.8,3.21,No,Offline,Poor,Poor,Yes,2,High,3.0,89.68,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
18,Female,10.42,63.5,4.3,6.3,5.7,2.79,Yes,Offline,Average,Excellent,No,2,Middle,2.7,99.79,Sangat Baik (>90),> 8 jam,60-70%,Tinggi (5-7)
20,Female,3.09,77.7,6.0,2.9,3.7,3.18,Yes,Online,Average,Good,No,4,Middle,4.5,94.39,Sangat Baik (>90),2-4 jam,70-80%,Rendah (1-3)
22,Male,5.7,82.8,7.8,5.2,1.7,2.48,No,Offline,Poor,Good,Yes,2,Middle,5.8,82.8,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
24,Male,4.06,82.6,7.9,6.3,4.5,3.14,No,Offline,Poor,Good,Yes,0,Middle,2.2,77.29,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
22,Male,7.8,85.6,6.6,3.3,1.1,2.79,No,Online,Good,Good,No,3,Middle,1.5,99.72,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
20,Male,4.28,67.0,6.1,5.1,0.9,2.76,No,Offline,Average,Poor,Yes,2,High,5.2,84.45,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
21,Male,4.12,84.1,7.9,4.3,4.8,3.21,No,Offline,Average,Good,No,1,High,5.6,79.51,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
20,Male,4.19,74.4,5.7,7.8,4.9,2.33,Yes,Hybrid,Good,Average,Yes,1,Middle,4.8,44.88,Kurang (<60),4-6 jam,70-80%,Sangat Tinggi (7-10)
22,Male,6.42,82.8,6.4,3.8,4.5,3.09,Yes,Hybrid,Average,Good,Yes,2,Low,5.4,88.1,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
23,Male,1.84,85.4,4.6,5.6,3.5,2.33,No,Online,Average,Good,Yes,0,Middle,7.2,58.31,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
24,Female,4.57,79.5,7.2,3.1,3.3,2.62,Yes,Online,Average,Good,No,0,Middle,3.0,85.37,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
21,Female,4.1,71.2,8.2,6.1,4.7,3.87,No,Hybrid,Average,Good,Yes,1,Middle,2.3,84.14,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
20,Female,5.88,89.5,7.7,6.7,3.1,3.02,No,Offline,Average,Average,No,3,Middle,3.4,92.15,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
24,Female,4.12,60.3,6.1,6.0,3.6,3.8,Yes,Online,Average,Average,No,1,Middle,5.0,69.38,Cukup (60-75),4-6 jam,60-70%,Tinggi (5-7)
17,Male,3.6,72.0,7.7,6.2,2.7,2.88,No,Online,Good,Poor,No,0,Low,4.0,83.27,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
24,Male,5.38,55.4,5.8,3.9,1.4,2.43,Yes,Online,Average,Good,Yes,3,High,3.7,85.49,Baik (75-90),4-6 jam,<60%,Sedang (3-5)
17,Male,5.67,77.9,3.6,7.0,3.0,3.0,Yes,Online,Poor,Excellent,No,1,High,7.0,83.53,Baik (75-90),4-6 jam,70-80%,Sangat Tinggi (7-10)
21,Male,6.85,71.8,6.4,5.2,2.3,2.92,Yes,Offline,Average,Average,Yes,1,High,1.4,91.37,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
20,Female,4.94,74.3,7.6,6.4,4.5,3.0,No,Online,Good,Poor,No,4,Middle,3.0,86.35,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
20,Female,1.18,69.5,5.1,2.9,3.9,3.93,No,Online,Average,Good,Yes,0,Middle,4.3,75.77,Baik (75-90),0-2 jam,60-70%,Rendah (1-3)
18,Male,4.72,99.4,6.6,4.4,5.0,3.21,No,Online,Average,Excellent,Yes,3,Middle,4.4,84.88,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
22,Male,4.83,87.7,7.1,1.0,3.7,2.78,No,Online,Average,Good,No,1,Middle,5.0,90.73,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
19,Male,4.61,87.1,7.3,1.0,5.4,3.01,Yes,Hybrid,Average,Poor,Yes,2,Middle,5.0,95.13,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
23,Male,5.88,72.9,8.8,8.6,5.5,3.44,No,Online,Good,Excellent,No,1,Low,5.2,96.72,Sangat Baik (>90),4-6 jam,70-80%,Sangat Tinggi (7-10)
24,Female,4.24,87.5,5.9,5.6,4.3,2.82,No,Offline,Good,Excellent,Yes,0,Middle,6.1,68.63,Cukup (60-75),4-6 jam,80-90%,Tinggi (5-7)
21,Male,7.04,79.5,6.1,2.0,2.6,2.97,Yes,Offline,Average,Average,No,2,High,1.5,88.25,Baik (75-90),6-8 jam,70-80%,Rendah (1-3)
19,Female,4.23,76.3,7.2,3.2,3.7,2.71,Yes,Offline,Poor,Excellent,No,2,Low,2.1,81.8,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
24,Male,7.61,64.3,8.3,2.9,2.9,2.96,No,Hybrid,Good,Good,Yes,4,Middle,5.1,99.15,Sangat Baik (>90),6-8 jam,60-70%,Rendah (1-3)
19,Male,2.59,80.5,7.2,8.8,3.5,3.0,Yes,Online,Average,Average,No,1,Middle,7.4,63.21,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
21,Female,0.1,53.7,6.5,4.9,4.3,2.44,Yes,Offline,Average,Good,No,2,Middle,8.4,37.63,Kurang (<60),0-2 jam,<60%,Sedang (3-5)
