Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score
STU03268,19,Male,6.56,70.1,9.6,4.9,5.2,3.04,Yes,Online,Average,Good,No,2,Middle,4.9,88.6
STU03269,20,Female,5.47,79.4,7.1,5.8,4.5,2.78,Yes,Offline,Good,Good,Yes,2,Low,4.5,93.01
STU03270,19,Female,4.73,87.8,6.9,6.6,5.6,2.83,No,Offline,Good,Excellent,Yes,2,Middle,7.3,82.24
STU03271,21,Male,7.96,73,7.6,4.8,7,3.1,Yes,Online,Poor,Poor,No,2,High,5.5,98.71
STU03272,22,Female,4.25,93.8,8.5,8.8,4.6,3.43,Yes,Offline,Average,Good,No,3,High,2.3,88.95
STU03273,18,Female,3.96,75.1,5.8,4,5.8,3.11,Yes,Offline,Good,Average,Yes,4,Middle,5,71.2
STU03274,24,Female,4.64,82.8,5.7,3.8,3.5,3.28,Yes,Offline,Average,Average,Yes,1,Middle,2.3,85.11
STU03275,22,Female,4.81,94,7.8,6.8,5.1,3.76,Yes,Offline,Good,Good,Yes,2,Middle,1.7,83.55
STU03276,24,Female,2.89,74.9,7.2,7.9,2.3,3.22,Yes,Online,Poor,Good,Yes,1,High,9.1,63.4
STU03277,21,Female,5.71,82.2,7,1.6,3.9,3.22,Yes,Online,Good,Poor,Yes,2,Middle,6.2,90.16
STU03278,22,Male,5.42,78.1,7,7.6,2.4,2.66,Yes,Offline,Average,Good,No,3,Middle,3.2,87.41
STU03279,24,Male,3.55,73,5,3.2,3.6,2.71,No,Offline,Average,Excellent,Yes,1,High,7.2,69.64
STU03280,23,Male,1.51,86.1,6.1,6.3,5,2.97,No,Online,Average,Excellent,Yes,0,High,7.5,68.25
STU03281,24,Male,7,59.2,7.4,4.8,5,2.41,Yes,Offline,Poor,Average,No,3,High,1.5,83.98
STU03282,22,Female,7.23,70.2,8.3,3.3,6.2,4,No,Hybrid,Poor,Good,No,2,High,5.3,90.17
STU03283,17,Male,6.42,79.3,7.1,5.3,3.3,3.55,Yes,Online,Poor,Good,Yes,2,Middle,2.6,99.9
STU03284,22,Male,6.61,83.3,7.8,3.7,1.5,3.78,Yes,Offline,Poor,Average,No,5,High,4.2,95.99
STU03285,22,Female,8.23,72,7.6,7.1,4,2.73,No,Offline,Good,Good,Yes,2,Middle,8.4,91.74
STU03286,24,Male,5.35,67.4,6.2,1.6,5.7,2.16,No,Offline,Average,Good,No,1,Low,7.7,69.69
STU03287,19,Male,7.95,96.4,5.5,4.6,5.4,2.97,Yes,Online,Poor,Poor,No,3,Middle,3.3,97.53
STU03288,18,Male,4.44,86.3,8.1,4.7,1.9,2.01,Yes,Offline,Average,Excellent,No,2,Middle,6.3,87.3
STU03289,19,Female,3.03,86.3,6,4.9,2.1,2.79,Yes,Online,Average,Excellent,Yes,1,Middle,2.9,63.21
STU03290,24,Male,4.8,81.8,5.6,3.5,5.6,2.82,No,Offline,Good,Good,No,1,High,5.1,85.48
STU03291,19,Male,4.16,91.8,6.5,4.5,5.6,3.32,No,Online,Good,Good,No,3,Low,4.9,88.35
STU03292,20,Female,5.76,83.7,4.5,6.4,1.8,2.74,No,Hybrid,Good,Average,Yes,0,High,5.4,84.37
STU03293,17,Female,8.39,67.5,5.7,4.4,3.4,2.71,No,Online,Poor,Good,Yes,1,Low,3.1,91.39
STU03294,19,Female,5.64,80.5,5.6,2.9,5.5,2.9,Yes,Offline,Average,Average,No,3,Middle,5.6,75.22
STU03295,23,Female,6.89,90.4,8.4,7.7,5.4,2.58,No,Offline,Average,Excellent,No,1,Middle,5.2,91.74
STU03296,21,Male,9.05,64.2,6.6,2.1,3.4,2.83,No,Online,Good,Average,Yes,0,Middle,1,87.1
STU03297,23,Male,8.4,74.5,7.2,3.3,1.5,2.7,No,Offline,Average,Average,No,1,Low,3.7,87.63
STU03298,21,Male,5.02,81.1,7.6,5.2,4.9,3.8,No,Offline,Good,Good,Yes,4,High,2.5,92.43
STU03299,22,Male,3.51,80.5,7.6,3.4,2.9,3.41,No,Offline,Average,Average,Yes,0,Middle,5.5,81.73
STU03300,20,Male,9.07,74.3,8.8,2.9,5.3,2.94,No,Online,Good,Good,No,1,High,6,91.24
STU03301,17,Male,2.71,82.4,7.1,3.3,5.5,2.77,Yes,Hybrid,Good,Good,Yes,0,Low,4.2,73.59
STU03302,23,Female,1.23,84,7.9,7.4,4.2,3,Yes,Offline,Average,Excellent,Yes,0,Middle,4.4,59.05
STU03303,17,Female,0.89,98.8,6,8.1,3.3,3.35,Yes,Online,Average,Good,Yes,0,High,7.1,46.02
STU03304,23,Male,7.18,72.4,6.2,4.4,4,3.93,No,Hybrid,Average,Average,No,2,Middle,1.8,96.78
STU03305,22,Female,1.93,80,7.2,5,5.5,3.19,No,Online,Average,Average,No,3,Low,4.2,82.47
STU03306,21,Male,4.35,69.7,6.3,7.6,4.2,1.98,Yes,Hybrid,Average,Good,No,0,Middle,5.2,64.94
STU03307,18,Male,4.6,91.4,7.1,3.6,4.3,2.23,Yes,Hybrid,Good,Good,Yes,2,High,5.1,87.01
STU03308,20,Female,7.46,84.2,6.4,3.2,2.4,2.94,No,Offline,Average,Good,No,3,Middle,3.9,98.63
STU03309,23,Male,2.13,86.2,7.6,1.9,3.3,3.16,No,Offline,Poor,Average,Yes,1,Middle,4.2,90.4
STU03310,23,Male,4.97,85,6.9,6.3,5.6,2.39,No,Offline,Average,Average,No,2,Middle,6.9,83.94
STU03311,22,Male,5.46,98.2,6.3,3,2.2,3.36,No,Offline,Poor,Average,No,2,High,4.2,93.65
STU03312,20,Female,7.67,77,6.9,2.4,5.9,2.98,No,Hybrid,Average,Average,Yes,3,Low,3.1,94.42
STU03313,21,Female,4.39,83,6.8,5.9,5,3.79,Yes,Offline,Poor,Average,No,2,Low,3.3,93.27
STU03314,21,Male,5.41,85.7,7.7,7.1,3.3,3.07,No,Online,Average,Good,Yes,0,Low,2.7,92.11
STU03315,23,Female,4.32,69.6,7.9,5.7,1.9,3.18,No,Offline,Average,Average,Yes,3,Low,2.9,84.16
STU03316,18,Female,7.05,64.7,5.6,1.5,2.6,3.15,Yes,Hybrid,Poor,Good,Yes,4,Middle,2.2,85.2
STU03317,18,Female,6.75,88.5,8.4,1.9,4.6,1.95,Yes,Offline,Average,Good,No,2,Low,5.4,94.89
STU03318,17,Female,4.11,81.5,6.8,2.7,3.9,2.54,No,Online,Poor,Average,No,1,Middle,3.7,78.79
STU03319,20,Male,5.97,88.2,6.5,4.6,6.3,2.19,No,Offline,Poor,Good,Yes,3,Middle,4.8,85.51
STU03320,20,Male,1.93,80,7.4,5.5,4.9,3.09,No,Offline,Average,Good,Yes,3,Middle,5.3,63.99
STU03321,21,Female,5.02,78.2,8,2.3,5,2.75,Yes,Online,Poor,Good,Yes,2,High,4.4,83.41
STU03322,17,Female,3.12,78.1,6.4,8.7,4.3,2.85,No,Offline,Good,Excellent,Yes,1,Low,7.1,69.07
STU03323,22,Female,4.06,82.5,6.8,5.5,4.9,3.36,No,Hybrid,Good,Average,No,2,Middle,4.3,88.91
STU03324,20,Female,6.9,76.9,5.5,8.6,2.6,2.25,No,Hybrid,Poor,Excellent,No,0,Middle,3.7,73.04
STU03325,17,Female,9.18,76.4,7.8,7.1,5.2,3.52,No,Offline,Good,Good,Yes,2,Middle,3.3,87.65
STU03326,17,Female,5.31,92.9,7.3,5.4,0.5,2.19,Yes,Hybrid,Average,Good,Yes,4,Middle,4.7,99.32
STU03327,23,Female,4.62,90.8,7.3,6.5,5.2,3.67,Yes,Hybrid,Average,Excellent,No,2,High,4.6,91.19
STU03328,21,Female,4.24,80.2,6.7,6.8,5.4,3.38,No,Online,Good,Excellent,Yes,1,Middle,5.7,85.27
STU03329,17,Female,6.4,96.5,7.2,4.6,6.6,3.22,Yes,Hybrid,Average,Good,Yes,3,High,3.6,91.12
STU03330,24,Male,4.55,75.5,4.9,2.6,2.8,2.61,No,Online,Poor,Good,No,1,High,2.1,87.22
STU03331,18,Male,6.87,89.6,7,4.4,5.2,3.47,No,Hybrid,Poor,Good,No,2,Low,4.9,88.27
STU03332,24,Female,7.98,91.2,9.3,6.2,1.1,3.68,Yes,Offline,Poor,Good,No,1,Low,4.3,91.18
STU03333,18,Female,6.16,78,5.9,6.9,4.2,3.2,Yes,Online,Good,Poor,No,0,Middle,5.1,79.18
STU03334,19,Female,4.15,97,7.6,2.9,5.3,3.47,No,Online,Poor,Poor,Yes,3,High,2.1,87.87
STU03335,21,Female,6.44,69.4,3.5,4.2,1.5,3.31,No,Offline,Average,Excellent,No,2,Middle,3.3,86.27
STU03336,23,Male,3.54,80.1,7.1,4,4.2,3.17,No,Hybrid,Poor,Poor,Yes,0,Low,4.3,64.28
STU03337,22,Male,1.41,75.1,6,4.2,5.8,2.98,No,Online,Average,Average,No,0,High,7.3,49.88
STU03338,24,Female,7.2,94.8,7.5,3.9,5.3,3.43,Yes,Hybrid,Average,Good,No,2,Low,4,99.85
STU03339,24,Male,8.75,84,5,7.4,3.8,3.21,No,Offline,Average,Poor,No,1,Middle,3.7,93.29
STU03340,19,Male,7.56,73.2,5.9,5.1,1.4,3.19,Yes,Offline,Poor,Average,No,3,Low,5.1,95.61
STU03341,18,Male,4.2,79.1,6,7.4,4.4,2.97,Yes,Online,Average,Good,No,2,Low,7.5,71.43
STU03342,23,Male,0.79,73.4,7,4.9,5.8,3.22,No,Hybrid,Poor,Good,Yes,0,Middle,6.8,55.8
STU03343,19,Female,3.46,91.2,7.6,4.5,3.7,2.87,Yes,Online,Average,Good,No,2,Middle,5.4,84.56
STU03344,21,Male,6.16,72.8,6.4,4.2,3.5,2.49,No,Offline,Good,Good,No,2,Low,2.7,96.81
STU03345,23,Female,4.12,72.8,6.6,7.7,6.7,3.2,Yes,Hybrid,Poor,Good,No,1,High,4.8,62
STU03346,21,Male,7.69,84.3,6.7,4,2.6,3.32,Yes,Offline,Good,Good,Yes,1,Low,5.3,92.48
STU03347,17,Female,3.28,75.7,8.4,3.6,3.1,2.47,Yes,Hybrid,Good,Good,Yes,3,Middle,3.1,84.54
STU03348,20,Male,5.89,82.8,6.6,5.9,4.5,2.88,No,Online,Average,Good,Yes,3,Middle,4.8,93.31
STU03349,17,Female,5.35,81.7,8,2,0.9,2.51,Yes,Offline,Average,Excellent,Yes,2,High,6.3,93.87
STU03350,21,Female,5.42,75.4,6.7,4.4,4.3,3.07,No,Hybrid,Average,Good,No,1,High,5.2,86
STU03351,24,Male,2.09,65.7,6.8,7.7,4,2.19,No,Online,Good,Average,Yes,1,Low,6.8,46.34
STU03352,23,Female,4.69,59.5,6.4,5.5,3.9,3.22,Yes,Hybrid,Average,Poor,Yes,1,Low,3.1,73.23
STU03353,18,Female,5.42,81.5,7.1,4.6,5.1,2.05,No,Offline,Good,Good,Yes,1,High,4.7,83.16
STU03354,22,Male,4.09,77.1,5.7,7.5,3.4,3.26,No,Online,Average,Poor,No,1,Middle,5.9,84.92
STU03355,18,Male,2.27,85.5,6.3,1.7,2.6,3.62,No,Hybrid,Good,Good,No,3,Middle,3.2,97.96
STU03356,23,Female,3.91,82,6.7,7.5,2.1,3.64,No,Hybrid,Good,Excellent,No,0,Low,6,83.69
STU03357,17,Female,2.97,79.5,6.9,2.6,1,3.04,No,Hybrid,Average,Good,Yes,2,High,4.1,96.17
STU03358,22,Male,5.57,76.8,8.1,3.4,3.7,2.74,Yes,Offline,Average,Average,Yes,3,High,4.2,93.2
STU03359,23,Male,6.82,88.6,6.8,7.7,4,3.14,Yes,Offline,Average,Good,Yes,2,Low,3.6,88.13
STU03360,21,Female,5.53,49.3,7.7,3.4,5.4,3.01,Yes,Online,Poor,Average,Yes,1,Middle,2.9,73.17
STU03361,24,Female,5.62,63.4,9,4.7,6.4,2.61,Yes,Online,Poor,Good,Yes,3,High,3.6,86.01
STU03362,18,Female,4.52,84.5,7.2,2.2,3.4,2.86,No,Hybrid,Good,Good,No,3,Middle,2.9,96.74
STU03363,21,Male,5.26,78.7,6.4,5.3,4.5,2.86,No,Hybrid,Average,Average,Yes,2,Middle,4.5,95.22
STU03364,22,Female,0.97,72.1,6.2,5.3,4.5,3.65,No,Offline,Average,Excellent,No,1,Middle,4.8,77.24
STU03365,22,Male,5.02,75,9.7,4.6,6.2,3.33,Yes,Hybrid,Poor,Average,No,3,Low,6.1,82.15
STU03366,18,Male,6.65,87.8,5.1,6.6,4.4,3.46,No,Offline,Poor,Excellent,Yes,3,High,3.9,98.38
STU03367,21,Female,3.81,84.1,7.4,4.4,5,3.09,Yes,Online,Average,Poor,No,2,Middle,3.3,89.77
STU03368,19,Non-Binary,6.25,81.4,6.7,5.8,6.8,3.28,No,Online,Good,Average,No,2,Middle,2.8,89.22
STU03369,21,Male,1.85,63,8.7,4.2,2.9,3.26,No,Hybrid,Average,Average,No,1,Middle,4.5,69.13
STU03370,22,Male,4.96,89.6,7.4,7,4.5,2.54,Yes,Offline,Poor,Poor,No,3,High,4.7,83.43
STU03371,21,Female,4.48,73.1,6.9,1,5.3,3.31,Yes,Offline,Average,Good,Yes,3,High,3.8,84
STU03372,24,Female,5.79,85.7,5.9,4.2,4.3,3.49,Yes,Hybrid,Good,Good,No,3,Middle,2.4,90.47
STU03373,23,Female,5.15,84.9,5.8,5,3.6,1.92,Yes,Offline,Average,Good,Yes,1,High,5.7,87.06
STU03374,17,Female,9.31,63.5,6.6,4.4,3.3,2.27,No,Hybrid,Average,Average,No,2,Low,4.4,88.06
STU03375,24,Male,0.87,66.5,5.8,4.7,5.2,2.59,Yes,Offline,Good,Good,Yes,0,High,7.5,44.43
STU03376,19,Non-Binary,1.95,64.9,8.6,6.1,2.8,2.93,No,Offline,Poor,Good,Yes,2,Middle,4.2,67.96
STU03377,20,Female,3.5,70,5.7,9.6,2.8,3.22,Yes,Offline,Good,Good,No,1,Low,4,66.12
STU03378,23,Female,5.04,86.2,8.8,6.4,5.4,2.9,No,Online,Average,Good,Yes,3,Low,3.9,87.84
STU03379,17,Female,3.56,91.3,6.6,2.6,6.6,2.52,Yes,Hybrid,Poor,Good,Yes,1,Middle,2.1,73.01
STU03380,20,Female,3.5,82.4,8.6,3.2,2.8,3.14,Yes,Offline,Poor,Average,Yes,2,High,5.1,90.87
STU03381,18,Male,1.69,78,7.3,4.7,5.2,3.12,Yes,Hybrid,Average,Good,No,1,High,4.9,59.93
STU03382,20,Male,2.12,72.7,6.3,5.9,1.1,3.45,No,Online,Average,Good,No,2,Middle,5.3,63.76
STU03383,23,Female,3.1,94.7,7.4,4,4.2,2.7,No,Online,Average,Good,No,1,Low,6,69.09
STU03384,21,Male,7.89,79.8,7.4,5.3,5.3,2.08,Yes,Hybrid,Poor,Average,No,0,High,3.8,87.34
STU03385,23,Male,3.22,71.6,8.5,3.2,1.5,2.42,No,Offline,Good,Average,No,0,Middle,3.4,73.31
STU03386,24,Female,10.38,80.1,5.1,2.7,4.2,2.89,Yes,Hybrid,Average,Average,Yes,2,Middle,6.6,85.54
STU03387,20,Female,6.99,85.4,7.2,4.5,5.8,2.96,No,Online,Good,Average,Yes,1,High,1.6,92.03
STU03388,22,Male,4.27,75.7,8.7,7.4,5.3,2.78,Yes,Offline,Good,Average,No,0,Low,1.8,73.34
STU03389,17,Female,6.49,75.4,8.8,2.9,3.8,2.33,No,Online,Poor,Excellent,Yes,2,Middle,5.1,93.42
STU03390,17,Female,6.9,64.9,5.6,3.3,1.4,3.5,No,Hybrid,Average,Good,Yes,0,Low,1.7,91.81
STU03391,20,Female,2.44,85,8.1,6.6,4.4,3.19,No,Offline,Good,Good,No,1,Low,6.6,79.93
STU03392,17,Female,1.59,72.6,8.4,5.8,3.4,3.94,Yes,Online,Good,Average,No,0,Middle,5.9,69.62
STU03393,22,Male,7.8,86,8.7,5,3.8,3.9,Yes,Hybrid,Average,Excellent,Yes,0,Low,4.7,85.98
STU03394,23,Male,2.93,81.1,8.2,8.5,2.6,3.38,No,Online,Good,Average,No,1,Middle,3.8,80.02
STU03395,17,Male,6.59,81.8,7,4.7,0.5,3.39,Yes,Offline,Average,Good,No,1,Low,2.3,96.56
STU03396,20,Female,6.22,73.4,6,5.6,4.3,2.49,Yes,Hybrid,Average,Excellent,No,2,Middle,4.6,71.84
STU03397,19,Female,1.5,84.2,6.6,5.7,3.5,2.98,Yes,Offline,Average,Good,No,2,Low,4.5,62.28
STU03398,19,Female,6.15,68.5,5,7,3.4,3.25,Yes,Online,Average,Excellent,Yes,1,High,6.5,79.34
STU03399,18,Female,5.99,81.4,8.4,10,5.1,3.08,Yes,Offline,Average,Good,No,1,Low,2.8,91.06
STU03400,24,Female,7.43,94.9,7.2,3.6,5,3.44,No,Hybrid,Poor,Average,No,2,High,4.6,91.75
STU03401,17,Female,4.79,100,7.7,7.9,6,2.84,Yes,Offline,Good,Average,No,0,Middle,6.1,81.8
STU03402,24,Male,5.77,69.4,9.2,6,4.3,2.55,No,Online,Good,Average,No,1,Middle,2.6,91.14
STU03403,23,Male,5.62,84.8,7.7,2,1.8,3.35,Yes,Offline,Average,Poor,Yes,0,High,4.4,92.81
STU03404,20,Female,4.38,80.4,6.1,4.8,4.9,3.06,No,Online,Poor,Good,No,0,Low,3.1,82.98
STU03405,17,Male,8.15,76.5,5.6,4.8,3.7,3.14,No,Online,Poor,Average,Yes,4,Middle,3.6,91.57
STU03406,21,Male,6.8,87.7,5.9,4.8,3.9,2.67,Yes,Offline,Poor,Excellent,No,1,Low,3.9,80.49
STU03407,22,Female,7.95,67.1,7.3,3,3.9,2.91,Yes,Hybrid,Average,Average,No,0,Middle,2.8,92.8
STU03408,17,Male,5.57,85.7,6.7,6.2,3.3,3.15,No,Offline,Average,Good,No,1,High,4.2,90.19
STU03409,17,Female,7.2,71.2,7.4,4.6,2.2,2.54,No,Offline,Good,Excellent,No,1,Low,1.9,93.78
STU03410,24,Male,2.94,93.3,6.1,3.9,4.4,1.83,Yes,Online,Average,Average,Yes,1,High,7.2,62.67
STU03411,24,Male,3.61,82.9,8.2,4.7,6.7,3.01,No,Online,Average,Good,Yes,1,Middle,3.5,72.79
STU03412,19,Male,6.87,100,4.5,6.5,4.3,3.32,No,Offline,Average,Good,No,2,Low,2,90.97
STU03413,22,Female,4.4,92.2,5.9,4.8,5.4,2.51,No,Offline,Poor,Average,Yes,1,High,5.1,67.8
STU03414,20,Male,4.06,82,9.7,6.9,6.8,3.45,Yes,Hybrid,Good,Good,Yes,1,High,4.5,74.04
STU03415,17,Female,5.17,67.1,8,7,2.4,2.54,No,Hybrid,Poor,Average,No,0,High,6.1,66.15
STU03416,19,Female,1.68,56.1,8.2,6,3.9,2.38,Yes,Offline,Average,Good,Yes,0,Middle,7.4,40.85
STU03417,24,Female,5.19,82.1,7.5,7.1,4.7,2.7,Yes,Hybrid,Good,Good,No,3,Low,1.6,89.66
STU03418,18,Male,5.84,76.9,7.8,9.5,5.8,2.87,No,Online,Average,Good,No,3,Middle,6,82.5
STU03419,22,Male,4.21,89.6,6.5,2.1,2.2,3.26,No,Offline,Average,Good,No,2,Middle,3.4,93.34
STU03420,19,Female,2.6,71.5,6.1,7.2,3.1,2.21,No,Online,Good,Average,No,0,Middle,6.6,56.56
STU03421,19,Female,8.38,80.9,8.9,4.1,5.9,4,No,Hybrid,Average,Good,Yes,2,Middle,7.5,87.31
STU03422,23,Non-Binary,5.71,73.3,5.7,5.3,3,3.25,No,Online,Good,Excellent,Yes,3,High,6.2,86.09
STU03423,19,Male,2.79,83.9,8.5,5.3,4.5,2.69,Yes,Offline,Average,Excellent,Yes,0,Low,6.2,62.3
STU03424,23,Female,3.67,83.6,4.4,2.2,3.2,3.2,Yes,Offline,Average,Good,No,2,Middle,2.4,83.47
STU03425,17,Male,1.6,65.7,6.7,6.4,7.4,2.27,Yes,Hybrid,Good,Good,Yes,0,High,4.3,55.09
STU03426,17,Male,1.35,80.1,6.7,2.8,4.2,2.66,Yes,Hybrid,Average,Excellent,Yes,1,Low,7.3,67.25
STU03427,24,Male,1.01,90.7,6,3.7,3.6,2.54,No,Hybrid,Average,Average,No,2,Middle,4.8,69.68
STU03428,18,Male,3.18,83.8,5.6,6.7,5,2.55,No,Online,Poor,Good,Yes,0,Low,5.8,58.93
STU03429,21,Female,5.7,92.4,7.2,6.3,1.2,3.15,No,Offline,Good,Average,No,1,Middle,2.4,87.71
STU03430,21,Male,6.34,72,8,7.1,3.4,2.9,Yes,Offline,Average,Excellent,No,3,Middle,4.8,87.93
STU03431,21,Female,4.62,63,6,5.6,4,3.94,No,Offline,Good,Good,No,2,Low,6,85.9
STU03432,24,Male,6.91,72.3,7.6,4.8,5,2.7,Yes,Online,Good,Good,No,2,Low,7.3,74.19
STU03433,23,Female,5.99,68.3,5.8,6,2.9,2.26,No,Online,Average,Poor,Yes,2,Middle,4.6,70.92
STU03434,24,Male,2.54,96.3,6.6,5.3,2,2.91,No,Online,Average,Good,No,1,Middle,6.2,71.41
STU03435,22,Male,3.16,81.3,7,6.2,5.7,2.76,No,Offline,Good,Good,No,4,Low,4.7,77.74
STU03436,22,Male,5.43,88.8,9.3,6.8,5.8,1.9,Yes,Online,Average,Good,Yes,2,High,6,79.39
STU03437,18,Male,6.22,95.3,7.9,5.7,2.4,3.73,No,Online,Poor,Average,Yes,0,Middle,3.5,97.84
STU03438,22,Female,7.03,82.4,6,4.3,3.5,3.42,No,Offline,Average,Good,No,2,Low,2.2,99.1
STU03439,21,Male,2.09,59.4,7.6,2.4,5.7,3.88,No,Hybrid,Average,Average,Yes,1,High,6.3,85.66
STU03440,21,Female,0.95,57.5,5.3,5.6,3.6,3.59,No,Hybrid,Good,Good,No,2,Middle,5.8,65.96
STU03441,24,Male,8.91,87,6.3,3.2,3.2,2.76,Yes,Hybrid,Average,Average,Yes,2,Low,3.4,90.56
STU03442,19,Female,4.3,88.2,8.7,3.5,4.2,3.32,No,Hybrid,Poor,Average,Yes,3,High,3.9,94.96
STU03443,22,Female,6.87,69.1,7.4,5.9,5,2.92,No,Online,Average,Average,No,2,Low,3.7,78.36
STU03444,24,Male,4.94,84.6,8,5.6,4.2,3.73,No,Offline,Average,Average,Yes,1,High,4.7,89.03
STU03445,17,Male,2.09,85.6,7.2,4.2,2.2,3.09,No,Offline,Poor,Poor,No,2,High,3.7,90.24
STU03446,17,Male,7.69,81.2,4.7,7.9,2.3,3.27,No,Online,Average,Excellent,Yes,2,Middle,2.2,99.85
STU03447,19,Female,5.82,67.1,6.9,1.7,5,2.75,Yes,Online,Good,Good,Yes,2,Low,7.4,92.16
STU03448,19,Male,7.85,91.5,8.5,2.5,4.1,3.4,No,Hybrid,Poor,Average,No,1,Low,2.2,94.6
STU03449,19,Female,6.1,70,6.7,5.6,3.6,3.16,No,Hybrid,Poor,Good,No,2,Low,4.5,90.45
STU03450,24,Female,2.9,84.8,7.9,6.6,3.4,2.28,No,Offline,Good,Good,No,0,High,5.8,65
STU03451,17,Female,4.81,65.7,7.5,7.1,4.2,3.2,No,Online,Average,Excellent,No,1,Middle,4.1,65.06
STU03452,21,Female,6.9,71.1,6.6,7.5,1.7,3.48,No,Online,Average,Average,No,4,Low,3.6,88.85
STU03453,19,Female,3.51,88.1,5.4,4.6,8.5,3.44,No,Offline,Poor,Average,No,1,Middle,3.3,70.74
STU03454,18,Male,5.28,69.8,9.2,8.8,3.2,3.38,Yes,Offline,Poor,Excellent,Yes,0,Low,7.6,82.3
STU03455,23,Female,7.24,64.4,6.4,3.6,6.2,2.18,Yes,Offline,Average,Average,No,3,Low,4.2,80.91
STU03456,24,Female,2.42,78.7,8.2,6.6,2.4,2.2,No,Hybrid,Good,Poor,Yes,2,Low,5.3,66.27
STU03457,19,Male,4.16,78,5.7,3.7,3.9,3.09,Yes,Offline,Average,Average,Yes,0,High,7.1,87.92
STU03458,23,Female,5.26,68.5,7.8,6.2,5.4,2.63,No,Offline,Average,Poor,Yes,1,Low,3.7,76
STU03459,20,Male,6.84,83.3,5.1,4.8,3.3,2.56,No,Hybrid,Average,Excellent,Yes,2,Middle,6.2,85.92
STU03460,19,Female,4.72,85.5,7.6,3.9,4.4,3.3,No,Offline,Good,Average,No,3,Low,4.8,91.09
STU03461,17,Female,3.48,82,6.2,8.7,4.2,2.8,No,Offline,Average,Excellent,Yes,1,Middle,1.8,78.08
STU03462,22,Male,6.04,96.4,5.8,1.1,3.9,2.19,Yes,Offline,Poor,Excellent,Yes,2,Middle,3.7,86.12
STU03463,19,Female,3.69,74.1,7,7,4.6,2.72,Yes,Online,Good,Good,No,0,Low,6,69.58
STU03464,24,Male,5.76,92.7,7.5,3.7,4.2,3.28,No,Online,Poor,Poor,Yes,0,Middle,4.4,85.38
STU03465,22,Male,5.64,78.6,9.1,4.5,3.9,3.3,No,Offline,Average,Poor,No,4,Middle,4.2,87.33
STU03466,20,Male,4.53,66.1,7.2,6.3,4.6,3.05,Yes,Offline,Poor,Good,Yes,0,Low,4.4,70.02
STU03467,18,Female,6.65,66.7,8,7,4.3,2.86,No,Hybrid,Average,Good,Yes,2,High,3.6,80.27
STU03468,22,Male,7.3,64,5.7,9.4,5.6,2.9,No,Online,Average,Good,Yes,2,Middle,3.9,85.21
STU03469,23,Male,2.31,60.1,6.8,5.1,4.4,2.81,No,Hybrid,Average,Good,Yes,1,Middle,9.5,51.11
STU03470,21,Female,5.97,82.8,7.9,4,3.1,3.79,No,Online,Good,Excellent,No,2,Middle,2.3,95.67
STU03471,19,Male,4.6,62.7,8.4,2.9,3.3,3.34,Yes,Offline,Good,Good,No,2,High,3.1,93.22
STU03472,20,Male,4.33,76,8.3,4.3,7.6,3.55,No,Offline,Average,Good,Yes,0,Middle,4.4,84.24
STU03473,20,Male,5.11,80.3,8,2.9,5.7,3.26,No,Offline,Poor,Excellent,Yes,1,Low,2.3,82.55
STU03474,22,Male,7.3,77,6,4.9,3.3,2.88,No,Online,Average,Average,Yes,3,High,4.3,94.79
STU03475,18,Male,4.65,88,8.2,7.3,2.6,3.12,Yes,Offline,Average,Average,No,3,High,2,91.45
STU03476,17,Male,4.3,67.6,7.8,3.9,3.2,2.7,No,Offline,Average,Average,Yes,1,High,2.9,82.48
STU03477,19,Non-Binary,2.43,70.2,5.7,5.5,4.8,2.63,No,Offline,Average,Average,No,0,Low,4.2,61.42
STU03478,20,Female,4.61,89.8,5.4,6.9,3.2,3.56,No,Offline,Average,Good,No,2,Middle,2,82.66
STU03479,18,Male,4.95,89.4,6.3,5.6,5,3.01,Yes,Offline,Good,Average,Yes,0,Middle,5.6,94.82
STU03480,21,Male,3.04,78.5,7,3.1,4.2,3.39,Yes,Online,Good,Good,No,1,Middle,4.3,96.49
STU03481,20,Male,4.34,69.2,6.9,5.6,5.2,3.06,No,Offline,Average,Excellent,No,3,High,6.4,74.26
STU03482,18,Female,5.92,71.7,5.6,7.4,3.2,2.56,No,Hybrid,Poor,Average,No,3,Middle,6.1,77.65
STU03483,24,Male,7.75,86.5,5.7,6,5.5,3.71,No,Offline,Good,Good,Yes,2,Middle,4.1,85.4
STU03484,17,Male,4.4,96.7,5.4,5.8,4.4,2.73,No,Offline,Good,Poor,No,2,Middle,4.6,81.04
STU03485,17,Female,8.97,72.7,7.5,5,1.3,2.32,Yes,Offline,Average,Average,Yes,0,Middle,5.3,93.86
STU03486,20,Male,6.98,77.4,8.7,6,3.8,3.44,No,Online,Poor,Good,Yes,1,Middle,6.6,88.31
STU03487,23,Male,6.72,69.6,10,4.5,4.6,3.45,Yes,Hybrid,Average,Excellent,No,2,Low,2.2,88.44
